song_id,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
10191,BEBE,95,217822,0.172,0.635,0.902,0.0,0,0.125,-3.559,1,0.109,102.063,4,0.28600000000000003
7114,Nycfw,11,246308,0.00428,0.616,0.443,0.0519,6,0.129,-17.179000000000002,0,0.0649,160.054,4,0.153
8747,SICKO MODE,97,312820,0.00513,0.8340000000000001,0.73,0.0,8,0.124,-3.714,1,0.222,155.00799999999995,4,0.446
1678,Wine to the Top,52,219428,0.421,0.815,0.8759999999999999,0.0,7,0.0728,-2.891,0,0.207,104.981,4,0.898
17249,What's Luv? (feat. Ja-Rule & Ashanti),74,267093,0.0219,0.835,0.7070000000000001,2.19e-05,8,0.108,-5.074,1,0.0598,93.955,4,0.919
15550,Ladders,83,287040,0.236,0.802,0.463,0.0053100000000000005,8,0.105,-8.379,1,0.162,103.961,4,0.29100000000000004
11094,savacu,56,94814,0.247,0.636,0.14800000000000002,0.748,8,0.111,-13.895,1,0.0815,80.96,4,0.565
3189,Only Love,62,226426,0.0238,0.589,0.753,0.0,11,0.0932,-5.807,0,0.101,114.964,4,0.828
9765,Thnks fr th Mmrs,49,203506,0.00551,0.456,0.895,1.23e-06,10,0.106,-5.002,0,0.0678,154.842,4,0.569
4578,HYFR (Hell Ya Fucking Right),50,206626,0.123,0.444,0.627,0.0,7,0.0795,-8.744,0,0.252,98.21,3,0.359
7608,Venom - Music From The Motion Picture,89,269554,0.0193,0.7490000000000001,0.794,0.0,0,0.5429999999999999,-5.063,1,0.064,135.959,4,0.46
6343,Worry No More,57,202563,0.0185,0.5920000000000001,0.731,0.0,7,0.726,-5.794,0,0.0404,166.028,4,0.392
3902,Total,44,174213,0.708,0.525,0.277,0.0,0,0.125,-12.129,0,0.0383,108.949,4,0.5589999999999999
6576,Iron Strengthens Iron,48,275573,2.79e-06,0.314,0.974,0.74,8,0.253,-5.622000000000001,0,0.0916,90.022,4,0.402
9087,Peter Piper,53,203333,0.007890000000000001,0.862,0.424,0.000261,7,0.166,-13.717,1,0.308,105.498,4,0.564
1266,Not Alike (feat. Royce Da 5'9),88,288086,0.0692,0.904,0.7559999999999999,0.0,10,0.339,-3.746,1,0.32,140.005,4,0.342
4547,Millions,49,309946,0.0491,0.6579999999999999,0.748,0.0,4,0.105,-4.895,0,0.28800000000000003,136.988,4,0.284
6610,Decompose,42,147000,3.41e-06,0.449,0.968,0.00172,9,0.195,-4.507,0,0.0861,174.148,4,0.698
17693,Doo Wop (That Thing),23,320266,0.0393,0.535,0.505,0.0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
8429,A Crime To Remember,61,202761,0.011,0.551,0.914,6.09e-05,7,0.321,-4.147,0,0.0934,129.803,4,0.419
6752,Oh No,5,164834,0.315,0.5579999999999999,0.884,0.00633,1,0.13,-3.836,1,0.0319,139.476,4,0.653
13025,Generator,48,177200,0.0648,0.53,0.904,0.0,0,0.331,-3.614,1,0.0486,121.962,4,0.923
749,Debaser,63,173173,0.000427,0.487,0.884,0.402,5,0.0954,-11.995,1,0.0425,135.533,4,0.569
1588,Come On Get Higher,73,215173,0.241,0.672,0.623,0.0,9,0.0848,-5.699,1,0.0297,92.018,4,0.617
15206,I Miss You (feat. Julia Michaels) - BLVK JVCK ReVibe,46,192261,0.142,0.584,0.494,0.0,5,0.14300000000000002,-7.841,0,0.0541,104.683,4,0.622
11663,Access,24,195454,0.0529,0.726,0.752,0.145,7,0.201,-7.401,0,0.0931,128.035,4,0.174
18201,Runnin',57,206065,0.172,0.748,0.7040000000000001,0.000298,0,0.369,-6.718,0,0.0951,122.039,4,0.466
4239,Audio - CID Remix,73,161973,0.106,0.524,0.913,0.000131,3,0.177,-3.069,0,0.05,123.936,4,0.644
7137,Famous,19,187093,0.152,0.411,0.419,5.15e-06,0,0.484,-7.05,1,0.0295,79.942,4,0.13699999999999998
3036,435,67,93840,0.00247,0.539,0.804,0.000185,10,0.463,-5.504,0,0.172,85.75200000000002,4,0.7979999999999999
5260,Every Which Way but Loose - 2009 Remastered Version,42,171653,0.458,0.598,0.483,7.88e-06,7,0.36,-7.474,1,0.0292,130.66299999999998,4,0.452
7645,Ya No Tiene Novio,90,198933,0.048,0.632,0.8320000000000001,0.0,7,0.0705,-1.948,0,0.154,182.18400000000003,4,0.784
991,Two Princes,74,256733,0.00162,0.5429999999999999,0.912,2.1e-06,7,0.0565,-10.71,1,0.0601,103.731,4,0.836
9055,Praise,19,165179,0.00419,0.941,0.634,0.00103,1,0.139,-8.221,1,0.215,113.323,4,0.276
18456,Whippin (feat. Felix Snow),66,160596,0.5489999999999999,0.87,0.502,0.00356,5,0.0916,-7.497000000000001,0,0.0549,82.53,4,0.6729999999999999
10285,DUELE EL CORAZON,75,200813,0.0786,0.7240000000000001,0.904,0.0,8,0.226,-3.354,0,0.0966,90.999,4,0.846
10377,El Préstamo,39,219396,0.17600000000000002,0.794,0.735,0.0,5,0.118,-3.412,0,0.0757,94.017,4,0.777
17319,Sweet Home Alabama,82,283800,0.181,0.596,0.605,0.000331,7,0.0863,-12.145,1,0.0255,97.798,4,0.8859999999999999
12715,Lost Song - Acoustic,2,286238,0.737,0.483,0.349,0.0,5,0.16,-6.5710000000000015,0,0.0285,71.946,4,0.317
6094,Nothing To Be Done,3,232133,0.00144,0.349,0.8959999999999999,0.73,9,0.287,-10.59,1,0.106,141.72,4,0.481
18239,Carry You Home,70,192731,0.0308,0.518,0.7240000000000001,0.0,8,0.116,-6.327000000000001,1,0.0839,121.884,4,0.334
18441,Nights With You,69,197494,0.401,0.763,0.6709999999999999,1.16e-05,1,0.375,-4.029,0,0.1,120.06,4,0.602
3808,Chucuchá,43,206959,0.32299999999999995,0.775,0.868,0.00539,9,0.107,-5.665,0,0.04,141.991,4,0.975
15160,Ain't My Fault - R3hab Remix,64,158772,0.0156,0.67,0.847,0.0,9,0.22,-3.723,1,0.043,150.109,4,0.613
5204,Welcome to My World,56,152600,0.725,0.341,0.252,0.0594,3,0.287,-14.869000000000002,1,0.0288,81.058,4,0.399
3666,Champions,73,334253,0.0661,0.695,0.777,0.0,6,0.8740000000000001,-2.452,0,0.0817,135.01,4,0.36
7048,Alawal,32,253793,0.0993,0.84,0.831,0.0,0,0.348,-4.142,0,0.199,104.946,4,0.8009999999999999
6964,Get Busy,74,211666,0.615,0.735,0.8240000000000001,0.0,10,0.158,-4.143,0,0.036000000000000004,100.202,4,0.726
5261,This Time,37,144733,0.0884,0.448,0.597,0.285,0,0.149,-12.201,1,0.0381,98.494,4,0.514
5599,Shallow,83,215733,0.382,0.568,0.401,0.0,7,0.262,-6.341,1,0.0297,95.796,4,0.29600000000000004
14840,Curse the Weather,25,223560,0.000133,0.311,0.884,0.0265,11,0.124,-4.313,1,0.0703,131.733,4,0.364
1597,The Blower's Daughter,59,286653,0.134,0.342,0.2,0.000153,4,0.341,-13.569,1,0.0324,133.113,4,0.0743
1926,Because of You,65,220373,0.243,0.583,0.58,0.0,5,0.198,-5.395,0,0.0319,139.82,4,0.119
13347,Theme from the Steps of Life,65,72973,0.996,0.601,0.0049,0.957,6,0.0938,-25.681,1,0.0776,68.645,4,0.14300000000000002
3223,Sunlit Juice,62,172413,0.337,0.584,0.523,0.000112,7,0.127,-7.397,1,0.102,174.18099999999995,4,0.279
3688,ATM,77,216726,0.115,0.7190000000000001,0.4970000000000001,0.0,8,0.0898,-7.661,1,0.6809999999999999,81.65100000000002,4,0.345
16233,The Wolves,9,309346,0.272,0.483,0.5429999999999999,0.00708,0,0.127,-9.903,0,0.0325,119.235,4,0.489
7083,One Blood,12,168840,0.0269,0.414,0.687,8.88e-05,7,0.64,-6.284,1,0.172,119.73,3,0.531
12368,Kolewerk (Remix),39,231734,0.0421,0.947,0.718,0.0,4,0.109,-5.066,0,0.117,108.01,4,0.909
800,You Can Call Me Al,69,276360,0.126,0.777,0.725,0.0108,5,0.0917,-9.012,1,0.047,128.349,4,0.851
664,Pour Some Sugar On Me - Remastered 2017,75,267306,0.0021100000000000003,0.267,0.953,0.0,1,0.28300000000000003,-4.899,0,0.096,84.98899999999998,4,0.568
17137,A Drip Like This,43,159466,0.0138,0.778,0.7340000000000001,0.000128,1,0.31,-7.786,0,0.208,81.498,4,0.613
6599,Collapse,49,280683,5.88e-06,0.299,0.987,1.1e-05,1,0.107,-2.225,0,0.16399999999999998,200.053,3,0.336
11679,One More Day - Nicky Romero Remix,58,240893,0.106,0.478,0.655,5.54e-06,2,0.123,-4.2010000000000005,0,0.0445,124.756,4,0.166
11044,Understood,59,208570,0.206,0.664,0.8420000000000001,6.26e-06,9,0.5539999999999999,-5.351,1,0.339,84.994,4,0.7190000000000001
9393,Doing It (feat. Rita Ora),1,228520,0.0282,0.611,0.947,0.0,4,0.303,-1.538,0,0.0558,105.94,4,0.564
18662,Heart Attack (feat. Tove Lo),47,167317,0.00798,0.816,0.7559999999999999,0.0096,11,0.0603,-7.149,0,0.0758,108.029,4,0.542
6474,Tequila,80,195986,0.0292,0.474,0.594,0.0,11,0.133,-5.756,1,0.0289,86.131,4,0.503
9538,Scotland,59,228481,0.0163,0.581,0.604,0.0321,10,0.106,-9.303,0,0.0256,96.97,3,0.208
14624,Gasolina,77,192600,0.332,0.857,0.8009999999999999,1.2e-06,0,0.0789,-6.499,1,0.0618,96.009,4,0.753
9708,I’ll Make It Up To You,10,262600,0.0101,0.334,0.6940000000000001,0.0313,7,0.316,-7.41,1,0.0961,176.89700000000005,3,0.166
8949,Rumble,51,282834,0.000209,0.312,0.892,0.809,4,0.101,-2.529,1,0.0666,112.639,3,0.033
6654,Everybody (Backstreet's Back) - Extended Version,61,287293,0.00602,0.792,0.8109999999999999,0.000155,10,0.224,-5.198,0,0.0367,108.054,4,0.509
6674,Gift,40,187636,0.366,0.7120000000000001,0.867,0.0,1,0.0946,-3.681,0,0.0862,99.95,4,0.597
16112,You & Me - Flume Remix,70,282812,0.377,0.601,0.393,0.0002,10,0.132,-6.879,0,0.0253,75.031,4,0.27
12746,Red Bentley (feat. Young Thug),0,207866,0.0301,0.903,0.609,1.6100000000000002e-05,10,0.179,-7.555,0,0.237,149.991,4,0.268
1242,Let It Fly (feat. Travis Scott),88,186872,0.0414,0.902,0.8190000000000001,0.0,1,0.106,-3.321,1,0.317,89.0,4,0.746
6024,Damaged Goods - Remastered,7,206733,0.0155,0.75,0.7959999999999999,0.0115,0,0.106,-5.952000000000001,1,0.116,157.545,4,0.96
10283,Hips Don't Lie,84,218093,0.284,0.778,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999
11512,Be Alright,96,196373,0.6970000000000001,0.5529999999999999,0.586,0.0,11,0.0813,-6.319,1,0.0362,126.684,4,0.443
15980,Wannabe,81,173026,0.101,0.768,0.8640000000000001,0.0,11,0.162,-6.145,1,0.0324,110.008,4,0.8909999999999999
6840,This Will Be (An Everlasting Love) - 2003 Digital Remaster,65,171360,0.185,0.682,0.605,0.0032600000000000003,8,0.0469,-10.771,1,0.0403,125.96,4,0.914
4405,A Gangster's Wife,37,229640,0.429,0.8220000000000001,0.59,0.0,6,0.102,-8.005,0,0.18,89.995,4,0.383
13236,Ey Khoda (Donya Dou Roozeh),22,272440,0.142,0.606,0.852,0.00966,8,0.101,-6.606,1,0.0363,96.083,4,0.6729999999999999
1711,Skelewu,52,189506,0.156,0.828,0.8440000000000001,1.31e-06,10,0.0609,-3.447,0,0.0895,120.989,4,0.858
7822,16 Days,36,234213,0.242,0.561,0.741,0.0,0,0.0874,-5.8420000000000005,1,0.0537,127.467,4,0.404
7237,Goyard,31,167682,0.246,0.71,0.591,0.135,7,0.0743,-6.7189999999999985,0,0.0594,158.089,4,0.812
14922,Alone In A Room,70,245861,0.00251,0.482,0.946,0.0,4,0.0466,-3.2310000000000003,0,0.0853,135.071,4,0.287
4276,Walking By,54,218181,0.132,0.628,0.7809999999999999,5.12e-06,6,0.209,-4.745,0,0.0411,121.015,4,0.18600000000000005
16338,All the Juice 2,30,228205,0.233,0.809,0.53,0.0,10,0.105,-10.486,0,0.255,141.97799999999995,4,0.08900000000000001
15531,Exhausted (feat. TK Kravitz),51,158145,0.0453,0.7190000000000001,0.8370000000000001,0.0,10,0.109,-5.152,0,0.171,85.012,4,0.604
8398,Too Good To Be True,70,201173,0.0991,0.669,0.6559999999999999,0.0,0,0.268,-7.1,1,0.112,102.062,4,0.5920000000000001
16613,Distant Memories,46,107865,0.858,0.693,0.267,0.412,0,0.0762,-12.481,1,0.0393,89.00200000000002,4,0.536
11587,Lost at Heart,35,157697,0.5,0.7090000000000001,0.6859999999999999,0.00116,0,0.0861,-5.954,1,0.209,130.062,4,0.35200000000000004
17942,Your Side Of The Bed,43,197200,0.0797,0.7759999999999999,0.7390000000000001,0.0,8,0.284,-4.974,1,0.0301,109.907,4,0.922
2448,Get You (feat. Kali Uchis),70,277297,0.426,0.659,0.295,6.95e-05,11,0.0795,-8.527999999999999,0,0.0322,74.03699999999998,4,0.36
13074,Guajira (I Love U 2 Much),1,249720,0.0222,0.812,0.7609999999999999,0.000286,11,0.0909,-7.923999999999999,0,0.112,104.037,4,0.6920000000000001
9282,Last Time (feat. Travis Scott),57,251059,0.0534,0.772,0.626,0.0,5,0.204,-6.354,0,0.0403,137.82,4,0.295
1632,Risen,53,206471,8.18e-05,0.496,0.915,1.82e-06,6,0.0471,-4.853,1,0.0878,100.031,4,0.34600000000000003
3385,Natural,95,189466,0.21600000000000005,0.448,0.612,0.0,2,0.08,-6.106,1,0.0708,97.773,4,0.213
4469,Personal,43,222527,0.444,0.698,0.314,0.884,1,0.0992,-7.435,0,0.113,90.991,4,0.772
223,Macarena,62,249506,0.422,0.927,0.721,4.36e-05,8,0.0422,-12.561,1,0.0908,103.018,4,0.965
15940,9 to 5,75,162466,0.416,0.5539999999999999,0.7829999999999999,1.54e-06,6,0.631,-5.852,1,0.0457,105.39,4,0.813
2571,Hope There's Someone,54,261200,0.979,0.294,0.184,0.0115,6,0.14300000000000002,-10.421,1,0.0405,141.245,1,0.0812
7067,Trippin',25,193041,0.00187,0.419,0.735,0.0,10,0.189,-7.997999999999998,1,0.404,159.391,4,0.552
336,See Emily Play - 2016 Remastered Version,33,174573,0.211,0.438,0.754,0.0,2,0.124,-7.035,1,0.0381,123.744,4,0.435
18097,Run the World (Girls),77,236093,0.00496,0.733,0.899,4.72e-05,0,0.3720000000000001,-4.237,1,0.14300000000000002,127.086,4,0.76
3760,Open My Heart,47,340040,0.7,0.414,0.402,0.0,10,0.365,-8.911,0,0.0427,105.368,4,0.171
8878,Burning Man,74,238493,0.00403,0.609,0.807,5.42e-06,5,0.0926,-7.221,1,0.0972,119.073,4,0.4920000000000001
11043,At Least I Know,66,323186,0.0539,0.708,0.664,0.0,2,0.124,-6.857,1,0.124,107.973,4,0.404
17586,when the party's over,78,199931,0.979,0.498,0.104,7.859999999999999e-05,1,0.0895,-14.08,0,0.0621,124.001,3,0.205
8080,Fat Lip,74,178266,0.000618,0.574,0.911,0.0,9,0.0769,-5.176,1,0.0715,98.075,4,0.573
361,I'm on Fire,72,155880,0.589,0.62,0.446,0.0299,1,0.0727,-14.451,0,0.0347,88.59100000000002,4,0.868
7347,Womp Womp,72,226533,0.066,0.877,0.5579999999999999,0.0,1,0.0745,-4.896,1,0.342,157.02700000000004,4,0.493
2373,Killing Me Softly With His Song,72,298773,0.0279,0.765,0.29,1.02e-06,4,0.5710000000000001,-17.117,0,0.139,92.409,4,0.506
12723,Burns - Edit,62,190750,0.184,0.695,0.609,0.878,2,0.0822,-8.514,1,0.0353,120.011,4,0.111
5393,Real Love,29,233693,0.183,0.4370000000000001,0.476,0.0,7,0.0419,-10.545,1,0.0334,200.469,4,0.846
18154,Mo Gbono Feli Feli,31,258000,0.0753,0.772,0.8590000000000001,0.00598,10,0.0718,-6.396,0,0.0896,105.962,4,0.51
1279,De Niña a Mujer,38,185826,0.219,0.482,0.33,3.64e-05,0,0.236,-11.671,1,0.0349,105.027,4,0.201
1940,Get Busy,74,211666,0.615,0.735,0.8240000000000001,0.0,10,0.158,-4.143,0,0.036000000000000004,100.202,4,0.726
14980,Walking Backwards,48,251466,0.000721,0.535,0.726,0.00783,4,0.109,-8.138,0,0.14800000000000002,125.167,4,0.605
4193,El Hombre Que Yo Amo,15,212840,0.214,0.313,0.589,0.0,8,0.0914,-4.705,0,0.0528,177.825,4,0.217
1355,Come As You Are,66,165309,0.982,0.308,0.0204,0.0004480000000000001,5,0.107,-18.123,0,0.0377,147.369,3,0.128
14474,Lil Bebe,69,174320,0.0479,0.8320000000000001,0.485,0.0,1,0.111,-4.521,1,0.086,136.039,4,0.0721
16587,Qué Será?,38,219600,0.21600000000000005,0.7390000000000001,0.562,0.0,7,0.0556,-10.835,1,0.0544,165.31400000000005,4,0.894
9028,151 Rum,77,156695,0.199,0.73,0.86,0.00182,7,0.322,-3.532,1,0.191,129.952,4,0.647
9683,Doses & Mimosas,47,323480,0.139,0.767,0.65,0.000102,5,0.0356,-7.379,1,0.106,114.507,4,0.38
11400,Prince Charming,0,151062,0.454,0.6509999999999999,0.573,0.0,1,0.155,-9.468,1,0.315,78.219,4,0.605
9612,home ft. WALK THE MOON,62,205048,0.0371,0.665,0.7090000000000001,0.0,11,0.32299999999999995,-3.643,1,0.037000000000000005,100.001,4,0.841
1267,Caution,46,196520,0.108,0.861,0.693,0.000258,0,0.0814,-5.5070000000000014,0,0.0652,128.99200000000002,4,0.802
14066,Death Trend Setta,48,214786,3.27e-05,0.5529999999999999,0.963,0.0108,11,0.0357,-5.2860000000000005,1,0.117,95.015,4,0.523
14019,Psychosocial,53,283400,0.00252,0.5760000000000001,0.989,0.0032,2,0.0243,-1.909,1,0.112,135.093,4,0.35200000000000004
6452,Argonauts,49,187053,0.000101,0.564,0.778,0.0068200000000000005,9,0.0661,-6.763,1,0.0369,120.012,4,0.616
16780,Bye Bye Bye,73,200400,0.031,0.61,0.926,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861
13634,Trip,87,217118,0.214,0.7170000000000001,0.605,0.0,11,0.138,-5.68,0,0.075,81.047,4,0.387
5761,Beautiful Hell,52,176167,0.936,0.526,0.293,0.000314,11,0.08800000000000001,-12.358,0,0.0322,120.05,4,0.14400000000000002
15640,Amber,69,211080,0.119,0.659,0.727,0.00427,4,0.1,-8.638,0,0.0455,166.16299999999995,4,0.748
2873,Debaser,63,173173,0.000427,0.487,0.884,0.402,5,0.0954,-11.995,1,0.0425,135.533,4,0.569
3552,Lonely Days,50,280000,0.297,0.594,0.534,0.188,0,0.0645,-7.535,1,0.0333,89.959,4,0.355
10877,To Build A Home,72,371320,0.885,0.264,0.122,0.349,9,0.094,-15.399,1,0.0349,148.658,4,0.0735
15759,Whatever You Want,70,242813,0.00475,0.5720000000000001,0.742,0.0,2,0.339,-3.783,1,0.0432,90.056,4,0.263
9397,Pay No Mind,46,249440,0.00592,0.546,0.852,0.0,1,0.159,-2.445,1,0.102,112.183,4,0.5579999999999999
11106,Blue and Green,65,174000,0.897,0.638,0.0389,0.8490000000000001,1,0.0731,-17.75,1,0.115,79.888,4,0.48
7910,Functions On the Low,41,282067,0.816,0.74,0.649,0.152,8,0.201,-7.709,0,0.13699999999999998,140.001,4,0.573
15701,Set On Fire,6,215653,0.0137,0.251,0.865,2.69e-06,6,0.268,-4.627,1,0.0768,153.934,4,0.398
12079,Better,1,207111,0.155,0.574,0.6890000000000001,0.0,11,0.14,-6.5120000000000005,1,0.0568,88.20700000000002,4,0.664
4861,Calmness In The Rain,52,249300,0.679,0.659,0.399,0.816,7,0.341,-15.295,0,0.0288,129.996,4,0.159
9160,Miami,65,197560,0.0323,0.879,0.5379999999999999,8.599999999999999e-06,1,0.046,-6.144,1,0.112,108.155,4,0.8959999999999999
7754,Welcome to Atlanta,56,200840,0.0126,0.7509999999999999,0.7859999999999999,0.0,3,0.107,-7.441,0,0.383,95.989,4,0.679
1265,Runner,49,205000,0.423,0.768,0.912,1.13e-05,2,0.222,-4.622,1,0.14,91.44,4,0.0873
10781,Big Light - Rerun Remix,58,298928,0.000116,0.738,0.6920000000000001,0.89,4,0.111,-7.417000000000002,0,0.0348,116.0,4,0.41
1993,Why Do Fools Fall in Love,56,138973,0.617,0.439,0.458,6.02e-05,1,0.121,-9.906,1,0.0675,174.14700000000005,4,0.866
13317,A Time of Wonder,69,169617,0.99,0.29,0.191,0.8909999999999999,4,0.101,-19.107,0,0.0377,165.53599999999997,3,0.219
6086,Pretty in Pink,53,239960,0.117,0.376,0.885,0.0104,2,0.29600000000000004,-7.034,1,0.0775,135.619,4,0.6970000000000001
17322,Carolina In My Mind,67,238573,0.118,0.579,0.267,0.000562,4,0.132,-15.11,1,0.0348,74.899,4,0.353
1780,Trebles Finals: Bright Lights Bigger City/Magic,55,154560,0.201,0.574,0.525,0.0,9,0.0826,-7.2570000000000014,0,0.234,112.948,4,0.465
7107,Grateful,0,195023,0.00201,0.6990000000000001,0.5670000000000001,0.0372,4,0.0838,-8.145,0,0.13,159.988,4,0.591
4130,A Catalogue Of Afternoons,72,110880,0.996,0.124,0.0924,0.848,11,0.0935,-31.726,1,0.0412,205.999,5,0.135
10222,Sofrito,50,366200,0.275,0.644,0.519,0.0192,10,0.0793,-8.895,1,0.0373,117.739,4,0.453
5521,I Think About You,43,207133,0.227,0.706,0.716,0.0,0,0.111,-6.931,1,0.0251,120.75,4,0.8390000000000001
4898,The Walker,59,233133,0.00375,0.77,0.8009999999999999,0.00281,9,0.0515,-4.182,0,0.0336,130.76,4,0.725
12732,Black Willow - Single Version,47,239458,0.852,0.672,0.339,0.0139,3,0.114,-9.696,0,0.0247,139.988,4,0.304
9727,The Beast,1,219573,0.297,0.701,0.918,0.0,5,0.626,-4.16,0,0.453,204.271,4,0.765
2288,You Can Call Me Al,69,276360,0.126,0.777,0.725,0.0108,5,0.0917,-9.012,1,0.047,128.349,4,0.851
13433,Flower Tattoo (Ouri Rework),42,177049,0.0549,0.897,0.573,0.00122,11,0.129,-7.019,0,0.0813,122.009,4,0.745
9969,Speak in Tongues,0,233265,0.0174,0.6,0.78,4.79e-05,0,0.23,-6.028,0,0.0326,113.999,4,0.741
16751,Bip Bam,5,167785,0.875,0.802,0.333,0.0,3,0.092,-8.367,1,0.0725,136.651,4,0.892
10616,Letting a Flower Die,52,195000,0.00759,0.545,0.7040000000000001,0.00116,5,0.669,-6.651,1,0.0316,79.991,4,0.524
9585,Holocene,72,336613,0.943,0.375,0.304,0.303,1,0.126,-14.52,1,0.0302,147.989,4,0.147
12596,17 - 6am Remix,65,263887,0.00393,0.71,0.625,0.471,8,0.318,-8.331,1,0.0346,120.023,4,0.139
12550,Millionaire,56,224933,0.0217,0.68,0.847,0.0,11,0.0374,-6.636,1,0.108,176.051,4,0.75
16855,Go Thru Your Phone,50,148097,0.652,0.6409999999999999,0.403,0.0,6,0.14,-12.505999999999998,1,0.214,169.59599999999998,4,0.599
2100,"Everybody's Talkin' - From ""Midnight Cowboy""",15,164813,0.235,0.402,0.493,3.05e-05,4,0.229,-9.99,1,0.0357,124.103,4,0.6920000000000001
7071,Pass That,23,193072,0.307,0.45,0.6659999999999999,0.684,11,0.103,-13.314,1,0.055,159.99200000000005,4,0.309
12390,Leave a Light On,84,185863,0.0153,0.586,0.624,1.78e-06,5,0.133,-5.9460000000000015,1,0.113,68.976,4,0.267
10156,Mala Mía,91,183752,0.31,0.7490000000000001,0.752,0.0,6,0.232,-4.883,1,0.345,180.049,4,0.901
14969,Something Better,44,210893,8.14e-06,0.359,0.936,0.0,6,0.75,-4.458,0,0.0927,159.994,4,0.35
10183,Mad Love,67,199944,0.005229999999999999,0.804,0.823,2.77e-06,11,0.168,-3.4960000000000004,0,0.147,98.026,4,0.619
9656,High And Low,8,224840,0.0193,0.508,0.782,3.03e-06,1,0.08900000000000001,-4.667,1,0.0454,126.917,4,0.28600000000000003
143,Bye Bye Bye,73,200400,0.031,0.61,0.926,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861
6885,Can You Get To That,14,171560,0.539,0.6890000000000001,0.83,0.0,8,0.0882,-8.774,1,0.0954,140.732,4,0.815
9297,Lil Story (feat. ScHoolboy Q),54,170733,0.00839,0.943,0.777,0.0,1,0.278,-4.273,1,0.2,135.0,4,0.711
8960,Mask Off - Marshmello Remix,66,179200,0.00432,0.731,0.725,0.0,2,0.0556,-5.21,1,0.249,149.963,4,0.35100000000000003
3577,Hello?,65,135016,0.6409999999999999,0.8390000000000001,0.473,0.000459,10,0.0939,-7.835,0,0.0607,98.732,4,0.0644
15051,Leavin',40,213072,0.00951,0.507,0.7090000000000001,0.0,9,0.112,-5.6960000000000015,1,0.034,73.541,4,0.341
559,Addicted To That Rush,4,284973,0.0537,0.46,0.974,7.95e-06,2,0.329,-5.095,1,0.156,112.684,4,0.444
13016,Oops (Oh My) - feat. Missy Elliott,60,237800,0.233,0.66,0.536,0.006690000000000001,10,0.111,-8.786,0,0.29,159.963,4,0.775
10220,Como Fue (feat. Bobby Carcassés),43,417302,0.795,0.446,0.527,0.000709,10,0.722,-8.009,1,0.049,81.5,4,0.591
9539,Beyond,73,240600,0.229,0.58,0.687,0.0,6,0.109,-5.4,1,0.106,76.014,4,0.187
3107,Egyptian Luvr (feat. Aminé and Dana Williams),52,256613,0.0553,0.8340000000000001,0.591,0.0,10,0.07400000000000001,-7.542999999999998,0,0.305,104.944,4,0.9
13446,Untitled,70,135706,0.905,0.5670000000000001,0.199,0.0,9,0.131,-9.601,1,0.101,83.82700000000001,5,0.329
13077,Pretty Wings - uncut,61,310520,0.252,0.563,0.402,2.07e-06,9,0.0886,-10.496,1,0.0668,115.561,4,0.2
16139,One Last Time,81,197266,0.093,0.628,0.593,1.65e-06,8,0.096,-5.0360000000000005,1,0.0323,125.026,4,0.104
11635,Pouring Rain,52,189600,0.6859999999999999,0.5920000000000001,0.496,0.0,11,0.104,-9.131,1,0.163,103.683,3,0.125
11486,Let Me Live (feat. Anne-Marie & Mr Eazi) - Acoustic,68,218049,0.539,0.68,0.547,0.0,8,0.0877,-4.762,1,0.0414,142.053,4,0.6409999999999999
17402,Falling Down,97,196400,0.0175,0.669,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273
13003,Heartbeats,66,160240,0.976,0.394,0.151,0.7390000000000001,3,0.0664,-16.748,1,0.0359,178.051,4,0.31
10786,Kiwi,56,232468,0.0308,0.727,0.953,0.738,5,0.0719,-7.24,0,0.0416,108.002,4,0.949
9958,Too Fast,69,308005,0.316,0.395,0.33,1.89e-05,4,0.268,-10.924,0,0.0408,98.813,3,0.102
1066,The Freshmen,65,269466,0.0757,0.5710000000000001,0.505,1.04e-05,1,0.109,-9.312,0,0.0238,99.562,4,0.276
18714,Until the Day I Die,44,205533,0.0777,0.7090000000000001,0.6859999999999999,2.59e-06,1,0.0896,-6.24,1,0.0616,121.955,4,0.419
6979,Tearin' up My Heart - Radio Edit,65,211000,0.0028,0.6859999999999999,0.915,7.16e-06,7,0.233,-4.447,1,0.0364,110.054,4,0.7959999999999999
4336,Natural,95,189466,0.21600000000000005,0.448,0.612,0.0,2,0.08,-6.106,1,0.0708,97.773,4,0.213
12960,Return Of The Mack,73,213093,0.0063100000000000005,0.715,0.833,0.0,2,0.16399999999999998,-5.379,1,0.108,95.487,4,0.612
14236,PNG (feat. Giggs),63,217499,0.199,0.8440000000000001,0.8109999999999999,0.0,8,0.113,-4.625,1,0.156,115.056,4,0.638
1801,Pumped Up Kicks,32,233266,0.5820000000000001,0.6729999999999999,0.7929999999999999,0.0,3,0.261,-5.0280000000000005,1,0.0427,128.046,4,0.847
